distance_m,OBJECTID,DFIRM_ID,VERSION_ID,PLSS_AR_ID,RANGE,TWP,SECT_NO,NAME,SOURCE_CIT,SHAPE.STArea(),SHAPE.STLength(),GFID,GlobalID
0.0,4295236,06013C,1.1.1.0,06013C_515,,,0,,06013C_BASE7,0.006034052396722988,0.4273196964680773,a65c3c01-660e-49db-b555-6b45834ba954,{20847AB5-A7DE-435B-AA22-0D240D33CC8B}
